tweet,Hate_Speech
[BLOG POST] How do you make decisions? Read what we're reading. https://t.co/Rikxy5E4zl HT @thisissethsblog… https://t.co/ayElmLQxMo,0
"RT @lisapineapplex: For those who aren't aware, there is a group of men in the Orlando area using red slips of paper to target women for se…",0
@DailyMirror Don’t do drugs ! Drugs don’t work RIP hope the dealer can live with himself scum,0
@ClodaghSnarks @JToulson @CCorcra @Femi_Sorry @JuliaHB1 @KTHopkins You still ignore it. Dear o dear,0
@joffaboy66 @theage Cause white male footballer.,0
@FoxNews @charliekirk11 oh the sweet irony. do these people really believe this bullshit?,0
@CNN For you @cjjosh,0
Does @CBSNews really care? Everyone knows it was the Obama White House. @CBS https://t.co/VJp5cVD1G5,0
@andos_89 @SkyNewsAust Spot on heaven help us,0
"@BBCNewsnight @helentbbc @BBCTwo Sorry slave labour, in a country full of slave labour and you have a problem?",0
@watchtar @mizerello @56jaytee @PWM62 @WonderBitchToo @SusanVermazen @smileyt22 @NamVu56869543 @fair_chaos… https://t.co/mmhFf40aTl,0
RT @STForeignDesk: White House says US discussed economic fairness in China #trade talks https://t.co/nXXe3ZnIll https://t.co/qPWBS0HnWH,0
"Plz  help us for permanent campus. 
#TheHomelessNIT #NotInRavangla #NoTwoCampus #NITWithoutCampus #NoMoreDelay… https://t.co/cg1EzKaUYa",0
@FoxNews @GreggJarrett @MariaBartiromo Greg Jarrett is a political hack,0
"RT @HuffPostItalia: Laura Boldrini a bordo della Diciotti: ""Donne molto provate, Salvini le faccia scendere"" https://t.co/1sPzN8VpRH",0
@NBCNews what does he think he is white arsew****,0
@TheFadingMan @FoxNews @AlanDersh Good plan.    Don’t forget your hand sanitizer.    You can burn beautiful clean coal.,0
"@CBSNews @CBSThisMorning So he knows people might die but he doesn't care because it's his ""right""?!",0
"RT @PSG_inside: Envie de changer de fond d'écran ? 💡📱

Vous avez une préférence ? 😎 https://t.co/ZI85rT7iqI",0
@FILFUNGI @larkieranger @MailOnline Another fat fcuk for the bacon slicer!,0
"@NPR Cars don't kill people, Nazis do.",0
@ABC What the fuck kinda float is thst🤣🤣🤣😂😂,0
@JuliaHB1 There must be many diseased illegal migrants then.,0
@ndtv @narendramodi what fuck he is speaking and data he is fanking,0
RT @Prae_Oo: จากเมื่อก่อนที่มีแค่แฟนคลับกลุ่มเล็กๆคอยอวยพร จนขยายมาเป็นครอบครัวใหญ่ มาวันนี้เค้าอยู่ในจุดที่แบรนด์สินค้าหลายตัวที่เป็นพซต.…,0
@RudyGiuliani @jaketapper People don't believe you.  You'll say anything.  Resign yr account.,0
@_elan_ Interesante historia...  Cuando la vida te da limones has limonada...  Saludos cordiales.,0
"@thecablestory @mjakbar @MajliedePuyKamp @cnnbrk @cnni @TheAsianAgeNews His stepping down is not a solution 
He sho… https://t.co/d1Vc6KRmjO",1
@AlArabiya_Eng Yes kill innocent kids  just because you can,1
@ABC More diarrhea of the mouth from this empty head.,0
@lhmiles1900 @MSNBC He knew it would be taken as racist. At least enough to get headlines. He will claim to be a vi… https://t.co/x941pplgYe,0
@theJeremyVine Every single one of them need to be hung,1
@DannyHackett @IanLaveryMP @afneil You must do it in secret then because your timeline is all about attacking your own party!,0
"@jaketapper good.  it's a stupid, racist law.",0
@itvnews Total Scum ...Just Hang The Lot Of Them,1
@HCheadle @VICE His support numbers would probably increase within his base sadly...disgraceful times,0
@MailOnline Death penalty. Never before have I felt certain it was the right way to go but now I’m off the fence.,0
@redgierob You are awesome is fab... I’m buying a class set you won’t regret it @matthewsyed,0
RT @SteynJenifer: @AnttilaTheHun @Gonzalo0012 @Johnny_Hzd @Joellambert @BBCBreaking It should be free to all woman,0
@TledbetterTodd @BritishRaider69 @gameoverulose @brianstelter @PressSec @Acosta What are you even talking about? No… https://t.co/e2w2bxu1DN,0
"@M_Altarriba @MadisonKittay @ShainaJewess @nypost Oh no, must be an acolyte of old BS.",0
https://t.co/iQ9pjVYSQY ARE YOU KIDDING ME why is he still in congress I AM OUTRAGED used 875 thousand tax dollars… https://t.co/DGVI63viVr,0
@xcatherineny11 Hahahahaha pokmaru man kayo😂,0
@Community_Moore @damienpooley @JordiGeordie @IsThisAB0t @ChukaUmunna @Independent Do you think Scotland should be an independent country?,0
"@MSNBC In all my long life, I have 
never heard the phase ""monkey this up""
Monkey around
your a cute little monkey… https://t.co/oIa1bENg2k",0
@GJabberbox @LUpthegrove @ABCPolitics @ABC Americans undermine their own democracy,0
@MillerRams67 @_KieranBleaz @FA Don’t be so stupid 😂😂😂 most ridiculous thing I’ve ever seen! Most Aswell make it a… https://t.co/u6KtRLqUnn,0
@CBSNews National debt jumped $1.36 trillion last year. Inflation highest in six years. Now we're cutting federal e… https://t.co/WcObLlup1W,0
@realDonaldTrump @nytimes Show us your tax returns,0
@guardian “The homeland of white people is too white” what genocidal maniac wrote this?,0
"RT @hypemnb: [วิจารณญาณ] จากทวีตนี่บอกว่า 
“แฟนละตินของ Dua Lipa พูดกันว่า Dua กำลังเดินทางไปเกาหลีเพื่อถ่าย MV เพราะเค้าเห็นกลุ่มของ Isaac…",0
@Brew_BBQ @truemagic68 @FraserNelson Blocked. Your remarks are offensive.,0
@PhilHayYEP He's fucking ruthless. What a man,0
@danielmier10 Oye grcs por contestarme,0
@maggieNYT @yashar Why would Woodward info matter more than all the many truly awful things we already know?! I do… https://t.co/GwtJVAMG7w,0
"RT @AdriielC: Nota mental: BASTA DE LLEVAR PLATA ""POR LAS DUDAS""",0
@Sami_gray26 @ruthwignall @ItsYourWales @AngleseyScMedia @BBCEarth @visitwales You're very welcome.,0
@ndtv Hahahaha another tukde tukde gang member... The real problem they face is nobody give any attention to them.… https://t.co/bWIhYWtX8m,0
"@MarkWei01460527 @MSNBC @MaddowBlog I pray you regain your sight soon, I saw the same dinner I posted What I heard that Church Leader say.",0
@NPR @abexlumberg @JadAbumrad you too.,0
"keep it honest, simple and real.",0
RT @wildpinkrabbit: @janinedigi @NasdaqPat @VanessaBeeley You must be blind then.,0
@washingtonpost rogue sex toys?,0
"@realDonaldTrump  @RudyGiuliani @SecNielsen  @TiffanyATrump @SarahHuckabee
@SangerNYT @tombrokaw @BarbaraJWalters… https://t.co/XBVK4QJ8G1",0
@SB_zom @DailyMail @realDonaldTrump And your an idiot.,0
RT @jessicahardy_0: Comparing yourself is the worst thing u can ever do absolute confidence wrecker. Labradors are cute and collies are cut…,0
"@HuffPost Deport him, AFTER castration!",1
@DavidCayJ @jackjonesbabe @CapehartJ He has been one all his life I personally have never thought any different it is who he is racist,0
"@PCSoblahdeehell @IanDunt Johnson really showing his true, disgusting colours now ! He should most definitely GO into oblivion!",0
"@PhilipRucker @mbmk7 Well I suppose if you gotta go, go big. Glad no one else was hurt.",0
@MSNBC @NicolleDWallace Save your bid white house is not for sale,0
@brian_truck113 @smileyface7489 @CNN @andersoncooper So you are proud of being a racist?,0
"@washingtonpost Let’s go Mueller, Let’s go! 👏🏼👏🏼!!
Let’s go Mueller, Let’s go! 👏🏼👏🏼!!  
Let’s go Mueller, Let’s go! 👏🏼👏🏼!!",0
Se fue ... x qué será https://t.co/ypwhbqiwEn,0
@pickledpuffin @StevePeers Surely all the shagging must help burn calories?,0
@sabs7214 @ndtv NDTV at it now. Trying its best to portray Modi as Villian and Rahul as Angel. Whatever you do a donkey remains a donkey 😂,0
@CarolLeonnig @OMAROSA Hey @LaraLeaTrump you didn't offer enough...bummer.,0
@Sonjamclaughlan White sheets? Obviously not got kids or pets 🤣🤣,0
@FoxNews Why can't we just shoot these bastards and get rid of them instead of putting them in jail the pay for them,1
"@LisPon_Alpha2 いや待ってあってんのかよwwwwww
やっぱりアイコン怖いってよく言われるから笑
さっき怖くないって言われてほっとしたのかえしてwww
また機会があったら笑語り合おw",0
@baqirAbbasi9 @UmarCheema1 In sha Allah farigh hon gay,0
"@RealCandaceO @montaga @brianstelter @MikaBrezinski @JoeNBC @ChrisCuomo White liberals think they are so smart, using racism as a weapon.",0
@ValladolidBhoy @DPJHodges @sikovach You couldn't make it up! 😂,0
@Nativeman1313 @nytimes Hey everyone look I found the actual racist who hates white people. Racism of any kind is not appreciated you know.,0
"@ddale8 @jaketapper It goes to show that these DRONES believe anything that this TRAITOR say, 🚔 What a shame.",0
沒有十連冠⋯,0
@FoxNews @newtgingrich Democrats will ruin America if you vote for them. We can’t pay for illegal immigrate healthcare!,0
"@KyleClark Russian name puns game very strong good sir.  Also really enjoyed the ""This is why they hate us piece"" very much.  #HeyNext",0
@CBCNews The murderer should be hanged. Bring back the death penalty.,1
@SkyNews Just Taser them next time...Good Job Well Done..!!! Carry On..,0
@wolfblitzer @CNNSitRoom Your fake news and your hour is the lowest viewed on television...pink slip is coming,0
16 die in rain-related incidents in UP in 24 hours https://t.co/dT1mqU7rmr https://t.co/ZbVlh4PfR9,0
@SkyNews Typical. What else have we come to expect? It's just what happens now and we all accept it like good little citizens.,0
White House returns flag to full-staff less than 48 hours after John McCain's death  - ABC News -… https://t.co/JBRLFEauCU,0
@samiruperera @LBC @IainDale @theresa_may Living with liberal values. What like? Banning articles of clothing from being worn?,0
@SFMcRee @FoxNews @RepDeSantis I listened to the full tweet and @RonDeSantisFL is still a racist. He has a history… https://t.co/WN6720hgFw,0
"@NBCNews Stay home and change your government, instead of becoming a burden to ours.  USA Please stop this invasion… https://t.co/X3mrVwkDIS",0
@JeffreyGoldberg @TheAtlantic @marinakoren You get 3 guesses and only the first one counts.,0
QAnon conspiracy theorist meets Trump at White House https://t.co/zL1bOKg26C via @nypost,0
@PaleFacedDemon @Newsweek you are bloody fucking moron,0
@kellyfd @ctophfranko @maggieNYT @allahpundit So on a scale of 10-10 how fucking racist are you not realizing you are?,0
"@realDonaldTrump @CNN @NBCNews Do you imagine we're buying this? No one is, not even your base.",0
@mehdirhasan His hate of people also extended to indigenous Americans.,0
"@RaoSarmad6 @CBSNews U can expect that there, let's talk about Molvi, how many have been hanged?",0
"@CNNPolitics Let the Saudis try, convict and execute the murderers.",0
@nflfan285 @ABC Yes yes because they’re starting white supremacy rallies,0
@notfittoserve @GuidoFawkes It’s called the original White Paper.,0
"Estava fazendo compressas geladas no olho, sem querer bati na vasilha derrubei na cama agora minha cama tá toda mol… https://t.co/ODN4Tj22si",0
@Janiwink @C1Christine @gallacj4 @justinajuli @lionelbarber Been called a lot worse 😂😂.,0
@jayrosen_nyu @MeetThePress Not clear. Doesn’t the mtp tweet say they are linking to full interview where he is challenged,0
"Hate, white supremacist propaganda at high level since Charlottesville: Experts - ABC News - https://t.co/Xpp2e5Jd6f via @ABC",0
RT @HeladioDiaz: @HugoSantaromita ¿Pero asusta'os?,0
@mikercarpenter @TheAtlantic White ISIS,0
@EmokolSamuel @bonifacemwangi @ODPP_KE @PoliceKE @UKenyatta @DCI_Kenya @NPSOfficial_KE @IPOA_KE @TheStarKenya… https://t.co/9unViDKq2K,0
@ABC7Veronica @yamphoto @latimes @latimesphotos Not as stunning as you,0
@EricTrump @Reuters @EricTrump your dad is such an embarrassment! Actually your whole family is!,0
@DAC006 @GuidoFawkes What anti racist,0
@RARRRRR @realDonaldTrump @CNN @jimbo_always @grizzlemeister @HorseShort @MazurikL @christianllamar @pjbowles4… https://t.co/PJooJEAjRG,0
@brianstelter Can you show us where Christ taught Christians to pursue or want power? I can’t believe @CNN stands for such hate.,0
"RT @MeggidoMusic: 🇺🇸Oh my god
🇪🇸¡Hombre!
🇯🇵Yabai
🇫🇷 Putain

🇺🇸Cute girl
🇪🇸Bonita chica
🇯🇵Yabai
🇫🇷 Putain

🇺🇸I’m beat
🇪🇸Estoy cansado
🇯🇵Yaba…",0
"@brahmresnik @jdawsey1 Bullies at their core are insecure, weak &amp; afraid of people better than they are. Trump is all this &amp; worse.",0
@deCoubertin @JARiiseOfficial @TheAnfieldWrap @Simon_Hughes__ @james_corbett @mrs1nil @LFChistory @Knox_Harrington… https://t.co/hqOBo3HW1n,0
@UOJim @daveweigel @toddzwillich @anamariecox @KateNocera @jamespoulos @katiezez @JGreenDC Fighting drugs with pain...other people’s pain.,0
@michael39560258 @NBCNews For God's sake please take him!!!,0
@Jali_Cat @wolfblitzer @JeffreyToobin @RonBrownstein @AprilDRyan @CNNPolitics @CNN @DNC Wow. What liars… https://t.co/rXuqTKTWtl,0
@FoxNews WHO CARES?  FOX PROMOTES HATE IN AMERICA.,0
@ABC @jonkarl Trump is illegally occupying the White House https://t.co/qBerlqifVQ,0
"@SunShin60637593 @askkassi @CNN I hope she ir right man, really, RAPE is not a JOKE!!!
For me IS JAIL and chemical castration!!!!!",0
@Scraggy_Twicce @black_motion @ThaboSmol @Deejay_Buckz Shaya,0
@markknoller @POTUS @CNN @NBCNews They deserve it! Most MSM are doing a good job of making themselves defunct using… https://t.co/45eINO0LLm,0
"Murders like this are not ""incredibly rare"", @WMPolice @SolihullPolice 😡 Two women a week are murdered by their mal… https://t.co/sxeq3YUFyn",0
@FoxNews @RCamposDuffy @HillaryClinton I’ll give you three fucking guesses,0
@BBCBreaking I would ov left him in the street like the Dog that he is  #BurnInHell,1
@brianstelter @NewDay No one saw your report @brianstelter.  You know your ratings are garbage.,0
"@nickwebb2017 @sjamesjourno Good decision. Have you heard the expression, “keep doing what you are doing and you ke… https://t.co/7MzNsJJmLW",0
"@AmazonStudios @CBS @ConstantinFilm @hulu @PrimeVideo @mmoszkowicz @netflix 
Be my friend and #SaveShadowhunters",0
@dany_bahar @guardian Why go over the top and compare it to Syria when all you have to do is look at the country ne… https://t.co/6Za7GeMWy5,0
@bobmca1 @GuidoFawkes So was the photo Photoshopped then Jezza?,0
"@dottcomm1 @Newsweek 🤣 Seriously, I don't wish him dead. I wish him banished. Far far away.",0
@CBSNews @POTUS CHEATER... REAL AMERICANS WANT YOU OUT OF THEIR WHITE HOUSE. GET OUT,0
@TheSun Who cares hope it so painful,0
"RT @babywolf_0510: 🐺181104 김포공항 
#배진영 #진영 #워너원
ㅠㅠㅠㅠㅠㅠㅠ너무 이뻐ㅠㅜ 미쳤어 나는ㅠㅜㅜㅜㅜㅜㅜㅜ https://t.co/2xm0CHhtGU",1
@FoxNews @newtgingrich US colleges are threatening America.,0
"RT @TomJChicago: @tshep42 @MSNBC Four is excellent, there are more to come. Unsealing would go a long way to forcing him out.",0
"@moralweakness @IanDunt What a magnificently joyless response, full marks sir.",0
@_richardmadden @BBCOne Fucking love ye,0
"@carysafoko @thetimes ""Black pimps are alright if they like some white people stuff""",0
"@ruckus2 @ABC Democrats called him a bigot and obsma said McCain was a nation security threat, and democrats cheere… https://t.co/UKGDf0lz3J",0
"@FoxNews #Avenatti2020 will be swinging on a ""pole"" now too.",0
@NBCNews @realDonaldTrump is a special kindnof stupid and petty. A bigger baby the US has never seen.,0
@jacksonw____ @SkyNewsAust Broken people look for any excuse to be violent &amp; push hate,0
"RT @SdibqJgth: Почему мы больше не оставляем ключ под ковриком,закрываем дверь,даже находясь дома, не отпускаем детей гулять одних,не верим…",0
@FoxNews @POTUS Do It !! They hate you anyway,0
@betsy_klein @jaketapper That’s because @POTUS is a classless fool. I hope the McCain family bars him from any future services.,0
KARMA ❤😍,0
@nypost I hope they kicked her out for life!,0
RT @FakeSportsCentr: BREAKING: The FBI has claimed former Browns LB Mychal Kendricks off waivers.,0
White House falsely says Trump beat Obama on black employment https://t.co/pUb8BaUMDR via @bpolitics,0
"Yet, another wave of Migrants on the way to USA ... #illegalimmigrants #ImmigrationReform #BuildTheWallNow 
Via… https://t.co/i0QA4bsCFj",0
@bullmastiffdog @realityfangirl1 @K_Ruggs @jaketapper That phrase isnt racist tho.... 🤔,0
@ABC Moronic,0
@CNNPolitics Did you drink White Russians?,0
@RT_com REMOVE THE SCUM,0
@jeneps Is there any proof he is still alive?,0
@NBCNews White Supremacy supersedes ALL religious doctrines! Religion is used to indoctrinate Blacks with White Sup… https://t.co/TZR3bEz6AK,0
@FoxNews @TheJuanWilliams @POTUS @TheDemocrats Like Obama did?,0
RT @alterlego502: Apostemos a que los maestros hacen manifestaciones masivas en el cobgreso y justo ese día aprueban el transfuguismo... ht…,0
@tancredipalmeri Where are you reading this bullshit?!,0
"RT @CNNAfrica: A mother's impossible choice: risk rape to feed your family, or starve https://t.co/DhozVkwWpD",0
@NBCNews Racist title for the show horrible,0
@GuardianUS This is showing them how “great” America is?,0
@bbcnickrobinson @BBCOne @BBCr4today In Episode 2 they switch over to Channel 4 News for better and more balanced news coverage.,0
@CNN You you think your Monday is going to suck?,0
@USATODAY So it's okay for black people to give the black power sign but if you're white you got to hang your head in shame.,0
@AP Federal workers should protest outside the White House.,0
@deliason12 @15colleen @nytimes Lol leftist like her think being sarcastic- me smart!!,0
@wolfblitzer @donlemon @CNNSitRoom @CNN One fake news nchor loves another,0
Second Cup says it may convert Ontario coffee shops to cannabis stores https://t.co/ihLy1lcmYI via @torontostar,0
@FoxNews Talk about STUPID : https://t.co/hrB2rV8qL7,0
@nypost @SallySellers54 Burn that shit down to the ground,0
@KayBurley You are fucking disgraceful.,0
@CBSNews Headlines Like This Is Why People HATE The Media😡 @CBSNews Fire Whoever Wrote This Disgustingly Slanderous Headline!,0
@GuidoFawkes I personally find it intimidating and wonder what people have to hide. Does that make me racist or islamophobic?,0
"@IAmDarsell @Newsweek @MetroUK @TheSun Hispanic is ethnicity, not race.  You are not black, you're white.",0
@guardian Better than dumb ass Michael fucking Jackson.,0
@MikkiHFX @SeeminglyCursed @suestroud @DaveMarkel @CBCNews I'm blocked too.  Oh shucks.,0
@AP_Politics @AP All liars in the White House enough is enough #WorstPresidentEver,0
@MichaelSteele @bblunt4 @nytimes There isn't enough booze in all the world to erase the stink of what we just saw,0
@NBCNews There are not enough people to work in this country. So many jobs that many won’t touch.,0
"@FoxNews now they will close bc white people do not want to work,",0
@washingtonpost @pbump That's just sick.,0
@ABC Americans that reject FAKE NEWS already know that prez Trump is Not corrupt. Truth is.....Fake News IS corrupt.,0
@costareports @kelsey_snell GOOD BURN TAKE THEIR SHIT AND HUMILIATE EVERY ONE OF THEM,0
@itvnews If you’re that ugly then I don’t have any problem with you covering it up,0
@FoxNews I bet those people who kneel would call this racist.,0
@OwenJones84 @BorisJohnson As is every bomb sent into Israel. What dumb politics.,0
@WileyNorvell @philipleff @emmagf @jdavidgoodman @willieneuman Who drives a car into #Manhattan making $20k? Your construct is bunk.,0
Spelthorne Council's Investment Strategy @SpelthorneBC https://t.co/JoWEERNIq7,0
@KatyTurNBC @OMAROSA @realDonaldTrump @MSNBC Will she be bringing another recording?,0
"For pregnant women, your race may determine your standard of care https://t.co/gAu7DynHaq via @nbcnews",0
RT @nypost: JUST IN: White cop found guilty of murder for killing unarmed black teen https://t.co/M9NUI5GlK2 https://t.co/4qannWXy6u,0
"@nfmusic They come from Jupiter and they want to cut down the length of Bruckner Symphonies. But don’t let them, ch… https://t.co/4bCO0rahDc",0
@MrEdTrain @Chattycathy2016 @nytimes @BostonGlobe @sarahjeong @southkoreanews @CNN @MSNBC @CNBC Hate monger.,0
@chelseahandler @ShelaghFogarty Orange is the new white.,0
@wastedtalented @timpo55 @nytimes 😆😆😆😆That’s too funny!,0
@JeffBezos_Amazo @AmazonHelp @JeffBezos @htTweets @timesofindia this is how amazon reply to his sellers forward the… https://t.co/TSpgqlpZVU,0
"@Spiritogre @Qasker1 @TheAtlantic @SigalSamuel Who created n train terrorist in d 1 st place Americans,BoKo  Haram… https://t.co/q7vEmrGe5Q",0
"@FlehmenResponze @Tfalwell @RealSaavedra @CNN Wear black, are black, same same right?",0
"@NaomiSRiley read this rebuttal to your garbage opinion piece.

@washingtonpost Print this! https://t.co/4v5nvJjI82",0
@lucius4justice @onthelookout41 @WSJ Cant get past the white pastiness,0
"At Smith College, the racist incident that wasn’t https://t.co/Y1PBUXc0QV via @BostonGlobe",0
@CNNPolitics Another liar,0
@smh Fact check needed here. Not that stupid TSMH.,0
Sexual harassment or groping @Tinder executive Gregg Blatt sound like @CBS CEO 👨‍💼 #LeslieMoonves,0
@ABC I know this is wrong but she should have slapped the taste out of his mouth. But this is just my frustration s… https://t.co/IiMAFV8I9L,0
@FoxNews @AlanDersh I wish they were cutting their throats but shooting themselves in the foot will suffice for now… https://t.co/ubue3d5mmX,1
@SenatorCollins @jaketapper @CNNSotu America needs more people in Government like @BarackObama &amp; @SenJohnMcCain - be that type of person !,0
@brianstelter You want to know what is FOX peddling? I’ll tell you what: it’s called racism and bigotry. Pure and simple.,0
RT @DeepakSinghBas7: @ZeeNewsHindi @sudhirchaudhary @ZeeNews Good job,0
@SkyNews Hang the scruffy c**t ✌🏻,1
@APEastRegion @AP Kill yourself,1
@sherman_news Wow burn.,0
@SebastianMurdoc @HuffPost There is never a reason to slit someones throat.,0
@washingtonpost Extreme left Democrats hate America #Democrats #UnitedAgainstHate #AntiFa #Charlottesville,0
@anti_racism101 @JKopczak @FoxNews Explain how white supremacy makes black gangs hate eachother and kill,0
@AmyKazmin All unite for mosquito hate 😁,0
@realDonaldTrump @SecPompeo @TuckerCarlson @FoxNews Cause white people,0
@TheStarKenya The solai Indians must either die in jail or hang themselves.,1
@GeriBAnderson @lilykins55 @scanmead @AP Wow thats crazy,0
@cathywilcox1 @smh @theage White smoke and they have replaced the PM,0
@HuffPost Now there’s white eating?,0
@washingtonpost Yeah because the KKK are coming this weekend to march....go figure. 🤦🏽‍♀️ SMH!! #BLM #racism #Trump #BlueWave #theResistance,0
"@JMPSimor @hazelglasgow @IainDale When you're exceptional, you're special.

Expats vs migrants. https://t.co/p1R2DCvCCk",0
@afneil Don’t be so silly Andrew time you grow up!,0
@brianstelter @mama_seedy 6% non white? Those have to be paid actors,0
RT @TriantafillouAn: Μπαλκόνι μπύρα τσιγάρο φεγγάρι ησυχία,0
RT @Tonyotr313: @TIME Trump probably bought them all off this guy is guilty as hell can you not find him guilty on all counts😡👎,0
RT @bpolitics: The White House cautions China against luring away Taiwan’s allies https://t.co/Dz5ulf1aGa,0
@CBSNews Republicans historically are racist by nature.,0
@LexiPreddie @MSNBC @GHardstark @KarenKilgariff @brianwilliams Greatest ever. Your giggling is all of us.,0
@FoxNews He should plead ugly !!,0
@AP Hell yaaaaaaaa #BuildtheWall #NotWelcome #Invasion,0
@ChagoPMB ¡Hola Santiago! Espero te encuentres bien. Para dirigirte de la mejor manera por favor indícanos ¿este pr… https://t.co/YOoQG2hjZw,0
@DailyMirror Wouldn't go there if you paid for it,0
@SkyNews Considering there is no such thing his statement is bollox. I hope you and your perverted friends suffer an eternal suffering.,1
"@jpodhoretz @chucktodd 
What this means is Penn expects the tapes to be released.",0
@Crozierguy @MagnoliaToomer @FoxNews @BretBaier People like you are the ones who keep racist going. The Black athle… https://t.co/F2gisOweDM,0
@TheAtlantic @RonBrownstein You guys are so full of horse manure. You hated John McCain in 2008. You called him a r… https://t.co/umv4dWM9Bv,0
@Skipper631 @ThePlumLineGS @joseiswriting @PeterBeinart @JoshuaGreen Deport yourself,0
@shutupandlikeit @CBSNews You are a stupid women,0
@BrianCoffeeSpot @sayer1972 @beershoplondon @markdredge @SolomonGreyBand Have fun!,0
"Via @NYTimes📌 At ‘Unite the Right’ Rally, White Nationalists to Gather in Front of White House https://t.co/qYNQ0ww9ON",0
@LBogutskaya @usik_64 В очередной раз доказала что ты дивешь без мозгов,0
"Let's all commit to being productive today! Are you with us?
https://t.co/8qz4CUJg3k",0
"@Bdprs1 @ronandusty @BBCBreaking I'm not sure there is any religion that says Black people shouldn't be severed.

T… https://t.co/4wbrNyZz6J",0
@Son_of_Juno @globeandmail Too many white farmers?,0
@StevePeers He should just go with White Nation - it’s hardly likely to offend his target audience.,0
"@FiveThirtyEight Holy fucking shit. 

@NateSilver538 who the fuck let the interns get drunk and tweet?

 This is an embarrassment.",0
"@nytimes I wish them love, peace and healing",0
@oclsc @notameadow @pvineetha @2Dogs1Tone @HousemaidFear @gildedragon @noonefollowsme @yortw @havochaos… https://t.co/dBM2b0I3Fm,0
@suzanne_moore @FisunGuner @AaronBastani Bit of a bigot are you not?,0
"@Kim68501670 @Lrihendry @cnnbrk @MSNBC If we defend Our White Race we're already a Racist, buddy.
We're not suppose… https://t.co/zIibeP0nFt",0
@MENnewsdesk @Cath_Tyldesley  ya should have squeezed the shit out of him,0
@TheSun Hang the bastards pure evil,1
@DarlstephL @washingtonpost Find your own legit sources. It’s not classified!,0
"@AP_Politics @AP John would have throat punched him with a claw hammer, Lindsey. That’s what would have happened...",0
@lilyallen @QuilliamOrg @HarasRafiq @munazainab @sajidjavid @Channel4News Only yesterday. All convicted culprits we… https://t.co/bRxkj9m2B3,0
"@AaronBlake HOLY SHIT!!!!!

i don’t care",0
@NBCNews Die happy,0
@brianstelter Unlike the usual MSM news cycle where the exact same message is megaphoned.,0
"@FoxNews Wow, thought this was AMERICA....build that fuckin wall...",0
"@ABC @NBCNews @CNN @CBSNews @TheDemocrats @SenateDems @NancyPelosi @SenWarren 

McCain encouraged Americans to unit… https://t.co/SWRGDkw73k",0
@PWSullivan Take him over Murph,0
@DNV_official @SkyNews Anyone who voted for brexit should be knighted. Anyone who voted to stay is a traitor and sh… https://t.co/S47qNtWcBZ,1
@Scaramucci @Cernovich Wait i thought all @realDonaldTrump supporters are racist. Weird that's what @CNN @jaketapper @brianstelter told us,0
"Turn moments into memories with our high quality Kodak photo paper.
Shop here: https://t.co/tNdPnaz7pL… https://t.co/W5CBbTZFjE",0
@NYDailyNews Freaking Spanish people. SMH,0
@luluyilun @franklangfitt fake news,0
@FoxNews That is the best way to kill them though..,0
@NBCNews @NBCNewsTHINK O yes he is.  We the People are taking over now.  Orangeman has lost us completely after the… https://t.co/MoMqZ5kGE0,0
@JRubinBlogger We're ready to storm the White House. 🔥,0
@CNN Why does this guy hate coconuts and coconut farmers? smh,0
@guardian White people in Surrey afraid that Sports Direct Takeover will attract the wrong sort of white people.,0
@brianstelter Anti-Hate group? Antifa is a Hate group. And you wonder why we call you Fake News.,0
Wow! @NicolleDWallace &amp; @JoyceWhiteVance on the @11thHour tonight. I'm living the dream. Take it away ladies.… https://t.co/TWPlUHWd8Q,0
@Reuters Stupid West!,0
"RT @1up14Gaming: Live in five with some casual forting! Playing with @ST33LIO tonight!  Come hang out with us at https://t.co/AxdMlJ7AIV
@b…",0
RT @NickPJThompson: @RBKC @Open_Age @cycletraininguk @BikemindedRBKC @BBCTomEdwards want to come for a test ride?,0
RT @mermaidmrym: The shining of waves https://t.co/QXQlxEtW7v,0
@pliantcentrist @honestlyAbroad @WritersofColour @OwenJones84 chomsky is too buff. i hope he never dies.,0
"https://t.co/w3xdmLr4lU @DailyMailUK the @Pontifex can't or won't even handle his own pedophile priest, now murdero… https://t.co/KMWuItO0Z3",0
@PhilipRucker Every day we become less safe because of the moron in the White House.,0
@HuffPost Had you only been white,0
"#拡散希望

本日からOur beginningを
ネット販売開始致します☺️✨
是非consadoの想いが全て
詰め込まれた渾身のalbumを
GETして下さい♡

そして！ワンマン限定商品も
数量限定で販売致します！！
今回来… https://t.co/fldBY72wvf",1
@SophiaHelwani @NBCNews Your a very very ignorant person,0
@kylegriffin1 @MSNBC I smell a RAT,0
"@Dizzycoolbabe @WalesOnline @homebargains Well I hope you enjoy your day off, put your feet up and chill 😎 x",0
"@FoxNews @POTUS Don’t die from black lung in camera, please...",0
@kylegriffin1 Just another attempt by @realDonaldTrump to distract us from the “Real News” of his felonious a*s. No… https://t.co/gb6KjOClBo,0
RT @judylyn43: A lil' music from the bayou for my fun Tweeters: @EstVallChorale @FSBull @slooprobert1 @180books @DCRock @LovesWaterViews @I…,0
@KayBurley oh these horrible stupid people missing you on the afternoon news,0
@afarkasny @Lawrence @MSNBC She's talking to the parents of those 565 children who allowed those children to be placed in that situation.,0
📌 A black family confronts a 70-year-old killing and a white man’s exoneration https://t.co/G117WHrtPR via✔️@WashingtonPost,0
